Name,Id,Time,SURFACE_CODE,LAT,LON
BEATRICE ,AU195859_05U,1959-01-18 02:00,1,-20.3,164.6
BEATRICE ,AU195859_05U,1959-01-18 05:00,1,-20.6,165
BEATRICE ,AU195859_05U,1959-01-18 11:00,1,-21.6,165.9
BEATRICE ,AU195859_05U,1959-01-18 23:00,1,-22.3,166.4
BEATRICE ,AU195859_05U,1959-01-19 05:00,1,-23,166
BEATRICE ,AU195859_05U,1959-01-19 11:00,1,-23.3,165
BEATRICE ,AU195859_05U,1959-01-19 23:00,1,-23.9,163.2
BEATRICE ,AU195859_05U,1959-01-20 11:00,1,-25.2,161.3
BEATRICE ,AU195859_05U,1959-01-20 23:00,1,-26.5,157.5
BEATRICE ,AU195859_05U,1959-01-21 11:00,3,-28.6,153.6
BEATRICE ,AU195859_05U,1959-01-21 23:00,2,-28.5,149.6
CONNIE ,AU195859_08U,1959-02-11 11:00,1,-17.2,157.2
CONNIE ,AU195859_08U,1959-02-11 17:00,1,-16.2,155.4
CONNIE ,AU195859_08U,1959-02-11 23:00,1,-16.3,154.3
CONNIE ,AU195859_08U,1959-02-12 05:00,1,-15.3,152.3
CONNIE ,AU195859_08U,1959-02-12 17:00,1,-15.5,151.2
CONNIE ,AU195859_08U,1959-02-12 23:00,1,-15.9,152.2
CONNIE ,AU195859_08U,1959-02-13 11:00,1,-16.3,151.7
CONNIE ,AU195859_08U,1959-02-13 23:00,1,-17,152
CONNIE ,AU195859_08U,1959-02-14 11:00,1,-17.2,150.6
CONNIE ,AU195859_08U,1959-02-14 23:00,1,-17.5,149.7
CONNIE ,AU195859_08U,1959-02-15 11:00,1,-17.8,148.9
CONNIE ,AU195859_08U,1959-02-15 23:00,1,-19.1,147.4
CONNIE ,AU195859_08U,1959-02-16 02:00,1,-19.5,147.5
CONNIE ,AU195859_08U,1959-02-16 05:00,3,-19.8,148
CONNIE ,AU195859_08U,1959-02-16 11:00,2,-20.3,147.8
CONNIE ,AU195859_08U,1959-02-16 17:00,2,-21.3,148.4
CONNIE ,AU195859_08U,1959-02-16 23:00,2,-22.8,149
CONNIE ,AU195859_08U,1959-02-17 05:00,2,-24.4,148.9
ANNIE ,AU196263_04U,1962-12-29 23:00,1,-17.7,150.8
ANNIE ,AU196263_04U,1962-12-30 05:00,1,-18.7,152.6
ANNIE ,AU196263_04U,1962-12-30 23:00,1,-21.2,154.5
ANNIE ,AU196263_04U,1962-12-31 08:00,1,-23,154.7
ANNIE ,AU196263_04U,1962-12-31 14:00,1,-25.2,153.9
ANNIE ,AU196263_04U,1962-12-31 17:00,3,-26,153
ANNIE ,AU196263_04U,1962-12-31 23:00,2,-26,151.7
BESSIE ,AU196364_02U,1964-01-6 07:00,1,-15,123.3
BESSIE ,AU196364_02U,1964-01-7 01:00,1,-16.2,121.8
BESSIE ,AU196364_02U,1964-01-8 01:00,1,-17,121.4
BESSIE ,AU196364_02U,1964-01-9 01:00,1,-17.9,121.3
BESSIE ,AU196364_02U,1964-01-10 01:00,3,-18.8,121.7
BESSIE ,AU196364_02U,1964-01-10 08:00,2,-19.5,121.7
BESSIE ,AU196364_02U,1964-01-11 01:00,2,-20,122.8
BESSIE ,AU196364_02U,1964-01-12 01:00,2,-20.7,123.8
BESSIE ,AU196364_02U,1964-01-12 02:30,2,-21,124.7
BESSIE ,AU196364_02U,1964-01-13 01:00,2,-20.3,127.7
AUDREY ,AU196364_03U,1964-01-6 23:00,1,-10.2,141.5
AUDREY ,AU196364_03U,1964-01-7 02:00,5,-10.5,142.2
AUDREY ,AU196364_03U,1964-01-7 11:00,3,-10.9,142.2
AUDREY ,AU196364_03U,1964-01-7 17:00,4,-11.2,142
AUDREY ,AU196364_03U,1964-01-7 23:00,1,-11.6,141.7
AUDREY ,AU196364_03U,1964-01-8 11:00,1,-11.9,141.5
AUDREY ,AU196364_03U,1964-01-8 23:00,1,-12.4,141.3
AUDREY ,AU196364_03U,1964-01-9 11:00,1,-13.3,141.2
AUDREY ,AU196364_03U,1964-01-9 23:00,1,-14.2,141
AUDREY ,AU196364_03U,1964-01-10 11:00,1,-15.2,140.5
AUDREY ,AU196364_03U,1964-01-10 23:00,1,-16.3,139.6
AUDREY ,AU196364_03U,1964-01-11 06:10,3,-16.9,139
AUDREY ,AU196364_03U,1964-01-11 11:00,2,-17.2,138.3
AUDREY ,AU196364_03U,1964-01-11 23:30,2,-18.6,137.3
AUDREY ,AU196364_03U,1964-01-12 05:30,2,-19.7,136.5
AUDREY ,AU196364_03U,1964-01-12 11:30,2,-20.3,136.4
AUDREY ,AU196364_03U,1964-01-12 23:00,2,-22,138.5
AUDREY ,AU196364_03U,1964-01-13 05:00,2,-23,139.7
AUDREY ,AU196364_03U,1964-01-13 08:00,2,-24.7,141.3
AUDREY ,AU196364_03U,1964-01-13 11:00,2,-25.5,142.7
AUDREY ,AU196364_03U,1964-01-13 14:00,2,-26.5,143.9
AUDREY ,AU196364_03U,1964-01-13 17:00,2,-27.2,145.6
AUDREY ,AU196364_03U,1964-01-13 23:00,2,-28.3,149.1
AUDREY ,AU196364_03U,1964-01-14 02:00,2,-29.7,151.3
AUDREY ,AU196364_03U,1964-01-14 04:00,4,-30.2,153.1
AUDREY ,AU196364_03U,1964-01-14 08:00,1,-31.7,156.1
BERTHE ,AU196364_04U,1964-01-26 23:00,1,-14,151.3
BERTHE ,AU196364_04U,1964-01-27 11:00,1,-14.3,152.3
BERTHE ,AU196364_04U,1964-01-27 23:00,1,-14.6,153.2
BERTHE ,AU196364_04U,1964-01-28 06:00,1,-14.8,154
BERTHE ,AU196364_04U,1964-01-28 11:00,1,-15,155
BERTHE ,AU196364_04U,1964-01-28 23:00,1,-15.8,156.7
BERTHE ,AU196364_04U,1964-01-29 11:00,1,-16.5,158.4
BERTHE ,AU196364_04U,1964-01-29 23:00,1,-17.3,159.7
BERTHE ,AU196364_04U,1964-01-30 11:00,1,-18.1,160.6
BERTHE ,AU196364_04U,1964-01-30 23:00,1,-18.8,161.3
BERTHE ,AU196364_04U,1964-01-31 11:00,1,-19.8,161.8
BERTHE ,AU196364_04U,1964-01-31 23:00,1,-20.7,162
BERTHE ,AU196364_04U,1964-02-1 11:00,1,-22.5,162.2
BERTHE ,AU196364_04U,1964-02-1 23:00,1,-24.7,162.2
DORA ,AU196364_05U,1964-01-27 23:30,1,-9.2,131
DORA ,AU196364_05U,1964-01-28 11:30,1,-9.7,132.2
DORA ,AU196364_05U,1964-01-28 23:30,1,-10,133.2
DORA ,AU196364_05U,1964-01-29 11:30,1,-10.6,134.5
DORA ,AU196364_05U,1964-01-29 23:30,1,-11,135.7
DORA ,AU196364_05U,1964-01-30 11:30,1,-11.4,136.9
DORA ,AU196364_05U,1964-01-30 23:30,1,-11.7,137.5
DORA ,AU196364_05U,1964-01-31 11:30,1,-12.5,137.9
DORA ,AU196364_05U,1964-01-31 23:00,1,-13.1,138.5
DORA ,AU196364_05U,1964-02-1 11:30,1,-13.7,139.2
DORA ,AU196364_05U,1964-02-1 23:00,1,-14,139.7
DORA ,AU196364_05U,1964-02-2 11:00,1,-14.3,140.6
DORA ,AU196364_05U,1964-02-2 23:00,1,-14.7,141.4
DORA ,AU196364_05U,1964-02-3 02:00,3,-15,141.6
DORA ,AU196364_05U,1964-02-3 05:00,2,-15.2,141.8
DORA ,AU196364_05U,1964-02-3 11:00,2,-15.6,141.7
DORA ,AU196364_05U,1964-02-3 23:00,2,-16.3,141.6
DORA ,AU196364_05U,1964-02-4 11:00,2,-17.1,141.6
DORA ,AU196364_05U,1964-02-4 23:00,2,-18,141.7
DORA ,AU196364_05U,1964-02-5 11:00,2,-18.8,141.7
DORA ,AU196364_05U,1964-02-5 23:00,2,-19.5,141.2
DORA ,AU196364_05U,1964-02-6 11:00,2,-19.3,140.2
DORA ,AU196364_05U,1964-02-6 23:00,2,-18.9,139.8
DORA ,AU196364_05U,1964-02-7 11:00,2,-18.3,139.4
DORA ,AU196364_05U,1964-02-7 23:00,2,-18,139.7
EVA ,AU196364_06U,1964-02-25 01:00,1,-5,100
EVA ,AU196364_06U,1964-02-25 04:00,1,-5.2,98.2
EVA ,AU196364_06U,1964-02-25 07:00,1,-5.5,97.6
EVA ,AU196364_06U,1964-02-25 10:00,1,-5.7,96.3
EVA ,AU196364_06U,1964-02-25 16:00,1,-6.2,95.6
EVA ,AU196364_06U,1964-02-25 19:00,1,-6.5,95
EVA ,AU196364_06U,1964-02-25 22:00,1,-6.8,94.6
EVA ,AU196364_06U,1964-02-26 01:00,1,-7,94
EVA ,AU196364_06U,1964-02-26 04:00,1,-7.7,93.2
EVA ,AU196364_06U,1964-02-26 07:00,1,-8.5,92.5
EVA ,AU196364_06U,1964-02-26 10:00,1,-9.2,91.7
EVA ,AU196364_06U,1964-02-26 16:00,1,-10.7,90.2
EVA ,AU196364_06U,1964-02-26 19:00,1,-11.5,89.5
EVA ,AU196364_06U,1964-02-26 22:00,1,-12.2,88.8
EVA ,AU196364_06U,1964-02-27 01:00,1,-13,88
EVA ,AU196364_06U,1964-02-27 04:00,1,-13.7,88.5
EVA ,AU196364_06U,1964-02-27 07:00,1,-14.5,89
EVA ,AU196364_06U,1964-02-27 10:00,1,-15.2,89.5
EVA ,AU196364_06U,1964-02-27 16:00,1,-16.7,90.5
EVA ,AU196364_06U,1964-02-27 19:00,1,-17.5,91
EVA ,AU196364_06U,1964-02-27 22:00,1,-18.2,91.5
EVA ,AU196364_06U,1964-02-28 01:00,1,-19,92
EVA ,AU196364_06U,1964-02-28 04:00,1,-19.7,92.5
EVA ,AU196364_06U,1964-02-28 07:00,1,-20.4,93
EVA ,AU196364_06U,1964-02-28 10:00,1,-21,93.5
EVA ,AU196364_06U,1964-02-28 16:00,1,-22.2,94.5
EVA ,AU196364_06U,1964-02-28 19:00,1,-22.8,95
EVA ,AU196364_06U,1964-02-28 22:00,1,-23.4,95.5
EVA ,AU196364_06U,1964-02-29 01:00,1,-24,96
EVA ,AU196364_06U,1964-02-29 04:00,1,-24.7,96.1
EVA ,AU196364_06U,1964-02-29 07:00,1,-25.5,96.3
EVA ,AU196364_06U,1964-02-29 10:00,1,-26.2,96.4
EVA ,AU196364_06U,1964-02-29 16:00,1,-27.7,96.7
EVA ,AU196364_06U,1964-02-29 19:00,1,-28.5,96.8
EVA ,AU196364_06U,1964-02-29 22:00,1,-29.2,96.9
EVA ,AU196364_06U,1964-03-1 01:00,1,-30,97
EVA ,AU196364_06U,1964-03-1 04:00,1,-30.7,98.3
EVA ,AU196364_06U,1964-03-1 07:00,1,-31.4,99.5
EVA ,AU196364_06U,1964-03-1 16:00,1,-33.2,103.3
EVA ,AU196364_06U,1964-03-1 19:00,1,-33.8,104.5
EVA ,AU196364_06U,1964-03-1 22:00,1,-34.4,105.8
EVA ,AU196364_06U,1964-03-2 01:00,1,-35,107
CARMEN ,AU196364_07U,1964-03-6 23:30,1,-11,137.1
CARMEN ,AU196364_07U,1964-03-7 11:30,1,-10.4,135.7
CARMEN ,AU196364_07U,1964-03-7 23:30,1,-10,134.1
CARMEN ,AU196364_07U,1964-03-8 08:30,1,-10.8,132
CARMEN ,AU196364_07U,1964-03-8 23:30,1,-12,130.5
CARMEN ,AU196364_07U,1964-03-9 05:30,1,-12.9,130
CARMEN ,AU196364_07U,1964-03-9 23:30,1,-13.9,129.5
CARMEN ,AU196364_07U,1964-03-10 01:00,3,-14,129.5
CARMEN ,AU196364_07U,1964-03-10 05:00,2,-14.3,129.7
CARMEN ,AU196364_07U,1964-03-10 23:30,2,-15,130
HAZEL ,AU196364_08U,1964-03-7 01:00,1,-14,106
HAZEL ,AU196364_08U,1964-03-7 04:00,1,-13.9,105.6
HAZEL ,AU196364_08U,1964-03-7 07:00,1,-13.8,105.2
HAZEL ,AU196364_08U,1964-03-7 10:00,1,-13.7,104.8
HAZEL ,AU196364_08U,1964-03-7 16:00,1,-13.4,104
HAZEL ,AU196364_08U,1964-03-7 19:00,1,-13.3,103.6
HAZEL ,AU196364_08U,1964-03-7 22:00,1,-13.1,103.3
HAZEL ,AU196364_08U,1964-03-8 01:00,1,-13,103
HAZEL ,AU196364_08U,1964-03-8 04:00,1,-13,102.5
HAZEL ,AU196364_08U,1964-03-8 10:00,1,-13,100.7
HAZEL ,AU196364_08U,1964-03-8 16:00,1,-13,100.1
HAZEL ,AU196364_08U,1964-03-8 19:00,1,-13,99.5
HAZEL ,AU196364_08U,1964-03-8 22:00,1,-13,98.7
HAZEL ,AU196364_08U,1964-03-9 01:00,1,-13,98
HAZEL ,AU196364_08U,1964-03-9 04:00,1,-13,97.6
HAZEL ,AU196364_08U,1964-03-9 07:00,1,-13,97.2
HAZEL ,AU196364_08U,1964-03-9 10:00,1,-13,96.8
HAZEL ,AU196364_08U,1964-03-9 16:00,1,-13,96
HAZEL ,AU196364_08U,1964-03-9 19:00,1,-13,95.6
HAZEL ,AU196364_08U,1964-03-9 22:00,1,-13,95.3
HAZEL ,AU196364_08U,1964-03-10 01:00,1,-13,95
HAZEL ,AU196364_08U,1964-03-10 04:00,1,-13.2,94.8
HAZEL ,AU196364_08U,1964-03-10 07:00,1,-13.5,94.7
HAZEL ,AU196364_08U,1964-03-10 10:00,1,-13.7,94.6
HAZEL ,AU196364_08U,1964-03-10 16:00,1,-14.2,94.4
HAZEL ,AU196364_08U,1964-03-10 22:00,1,-14.8,94.1
HAZEL ,AU196364_08U,1964-03-11 01:00,1,-15,94
HAZEL ,AU196364_08U,1964-03-11 04:00,1,-15.3,93.9
HAZEL ,AU196364_08U,1964-03-11 07:00,1,-15.6,93.8
HAZEL ,AU196364_08U,1964-03-11 10:00,1,-16,93.7
HAZEL ,AU196364_08U,1964-03-11 16:00,1,-16.8,93.4
HAZEL ,AU196364_08U,1964-03-11 19:00,1,-17.2,93.3
HAZEL ,AU196364_08U,1964-03-11 22:00,1,-17.6,93.1
HAZEL ,AU196364_08U,1964-03-12 01:00,1,-18,93
HAZEL ,AU196364_08U,1964-03-12 04:00,1,-18.1,93
HAZEL ,AU196364_08U,1964-03-12 07:00,1,-18.3,93
HAZEL ,AU196364_08U,1964-03-12 10:00,1,-18.4,93
HAZEL ,AU196364_08U,1964-03-12 16:00,1,-18.7,93
HAZEL ,AU196364_08U,1964-03-12 19:00,1,-18.8,93
HAZEL ,AU196364_08U,1964-03-12 22:00,1,-18.9,93
HAZEL ,AU196364_08U,1964-03-13 04:00,1,-19.1,92.9
HAZEL ,AU196364_08U,1964-03-13 07:00,1,-19.3,92.8
HAZEL ,AU196364_08U,1964-03-13 16:00,1,-19.7,92.4
HAZEL ,AU196364_08U,1964-03-14 01:00,1,-20,92
HAZEL ,AU196364_08U,1964-03-14 04:00,1,-20.2,91.9
HAZEL ,AU196364_08U,1964-03-14 07:00,1,-20.5,91.8
HAZEL ,AU196364_08U,1964-03-14 10:00,1,-20.8,91.7
HAZEL ,AU196364_08U,1964-03-14 16:00,1,-21.3,91.4
HAZEL ,AU196364_08U,1964-03-14 19:00,1,-21.5,91.3
HAZEL ,AU196364_08U,1964-03-14 22:00,1,-21.8,91.1
HAZEL ,AU196364_08U,1964-03-15 01:00,1,-22,91
HAZEL ,AU196364_08U,1964-03-15 07:00,1,-23,91
HAZEL ,AU196364_08U,1964-03-15 16:00,1,-24.5,91
HAZEL ,AU196364_08U,1964-03-15 22:00,1,-25.5,91
HAZEL ,AU196364_08U,1964-03-16 04:00,1,-26.5,91.5
HAZEL ,AU196364_08U,1964-03-16 07:00,1,-27,92
HAZEL ,AU196364_08U,1964-03-16 10:00,1,-27.5,92.5
HAZEL ,AU196364_08U,1964-03-16 16:00,1,-28.5,93.5
HAZEL ,AU196364_08U,1964-03-16 19:00,1,-29,94
HAZEL ,AU196364_08U,1964-03-16 22:00,1,-29.5,94.5
HAZEL ,AU196364_08U,1964-03-17 01:00,1,-30,95
GERTIE ,AU196364_09U,1964-03-14 05:00,1,-16.3,149.7
GERTIE ,AU196364_09U,1964-03-14 11:00,1,-16.9,149.6
GERTIE ,AU196364_09U,1964-03-14 23:00,1,-17.8,149.6
GERTIE ,AU196364_09U,1964-03-15 05:00,1,-18.3,149.7
GERTIE ,AU196364_09U,1964-03-15 11:00,1,-18.8,150
GERTIE ,AU196364_09U,1964-03-15 23:00,1,-19.9,151.2
GERTIE ,AU196364_09U,1964-03-16 11:00,1,-20.3,152.6
GERTIE ,AU196364_09U,1964-03-16 23:00,1,-20.4,153.5
GERTIE ,AU196364_09U,1964-03-17 11:00,1,-20.6,154.5
GERTIE ,AU196364_09U,1964-03-17 23:00,1,-20.4,155.6
KATIE ,AU196364_10U,1964-03-23 23:30,1,-13,129
KATIE ,AU196364_10U,1964-03-24 23:30,1,-13.2,125.5
KATIE ,AU196364_10U,1964-03-26 01:00,1,-15,119
KATIE ,AU196364_10U,1964-03-27 01:00,1,-17,115
KATIE ,AU196364_10U,1964-03-28 01:00,1,-18,114
KATIE ,AU196364_10U,1964-03-28 19:00,1,-19,113.8
KATIE ,AU196364_10U,1964-03-29 01:00,1,-19.3,113.8
KATIE ,AU196364_10U,1964-03-29 12:00,1,-21.3,114
KATIE ,AU196364_10U,1964-03-29 13:00,3,-21.8,114
KATIE ,AU196364_10U,1964-03-29 16:00,2,-22.3,114
KATIE ,AU196364_10U,1964-03-30 01:00,2,-24,113.7
KATIE ,AU196364_10U,1964-03-30 03:00,4,-24.3,113.4
KATIE ,AU196364_10U,1964-03-30 07:00,1,-25,112.9
KATIE ,AU196364_10U,1964-03-31 01:00,1,-27,112
KATIE ,AU196364_10U,1964-04-1 01:00,1,-29.1,113.8
KATIE ,AU196364_10U,1964-04-1 06:00,3,-29.8,115
KATIE ,AU196364_10U,1964-04-1 16:00,2,-31.4,118
HENRIETTA ,AU196364_11U,1964-03-31 23:00,1,-16.2,164.1
HENRIETTA ,AU196364_11U,1964-04-1 11:00,1,-16.6,163.1
HENRIETTA ,AU196364_11U,1964-04-1 23:00,1,-16.8,162
HENRIETTA ,AU196364_11U,1964-04-2 11:00,1,-17,160.9
HENRIETTA ,AU196364_11U,1964-04-2 23:00,1,-17.9,159.6
HENRIETTA ,AU196364_11U,1964-04-3 05:00,1,-19.3,159.2
HENRIETTA ,AU196364_11U,1964-04-3 11:00,1,-21.5,159.7
HENRIETTA ,AU196364_11U,1964-04-3 23:00,1,-23.9,161
HENRIETTA ,AU196364_11U,1964-04-4 01:00,1,-24.2,161.1
HENRIETTA ,AU196364_11U,1964-04-4 07:00,1,-25.2,161.7
HENRIETTA ,AU196364_11U,1964-04-4 11:00,1,-26.5,162.3
HENRIETTA ,AU196364_11U,1964-04-4 23:00,1,-27,165
RITA ,AU196465_01U,1964-11-2 01:00,1,-9,104.8
RITA ,AU196465_01U,1964-11-2 16:00,1,-9.4,105.5
RITA ,AU196465_01U,1964-11-3 01:00,1,-10,106.7
RITA ,AU196465_01U,1964-11-3 16:00,1,-10,108
RITA ,AU196465_01U,1964-11-4 01:00,1,-10.5,109.3
RITA ,AU196465_01U,1964-11-4 16:00,1,-11,110
RITA ,AU196465_01U,1964-11-5 01:00,1,-11.9,111
RITA ,AU196465_01U,1964-11-5 16:00,1,-12.1,111.9
RITA ,AU196465_01U,1964-11-6 01:00,1,-12.9,113
RITA ,AU196465_01U,1964-11-6 16:00,1,-13.9,113.9
RITA ,AU196465_01U,1964-11-7 01:00,1,-14.7,114.2
RITA ,AU196465_01U,1964-11-7 16:00,1,-15,114.6
RITA ,AU196465_01U,1964-11-8 01:00,1,-15,115.4
RITA ,AU196465_01U,1964-11-8 16:00,1,-15,116.1
RITA ,AU196465_01U,1964-11-9 01:00,1,-15,116.7
RITA ,AU196465_01U,1964-11-9 16:00,1,-15,117.3
RITA ,AU196465_01U,1964-11-10 01:00,1,-15,117.9
FLORA ,AU196465_02U,1964-11-30 23:30,1,-10.7,134.5
FLORA ,AU196465_02U,1964-12-1 02:30,1,-10.8,134.1
FLORA ,AU196465_02U,1964-12-1 05:30,1,-11,134
FLORA ,AU196465_02U,1964-12-1 08:30,1,-11.1,133.8
FLORA ,AU196465_02U,1964-12-1 11:30,1,-11.2,133.6
FLORA ,AU196465_02U,1964-12-1 14:30,1,-11.3,133.1
